grant date,average yoy,average since grant
2012-01-03,32,111
2012-01-04,32,112
2012-01-05,31,113
2012-01-06,31,107
2012-01-07,30,110
2012-01-08,29,109
2012-01-09,31,111
2012-01-10,32,109
2012-01-11,34,113
2012-01-12,34,118
2012-01-13,32,112
2012-01-14,33,111
2012-01-15,32,108
2012-01-16,33,109
2012-01-17,33,110
2012-01-18,33,103
2012-01-19,32,98
2012-01-20,32,101
2012-01-21,32,107
2012-01-22,31,109
2012-01-23,31,108
2012-01-24,33,110
2012-01-25,31,108
2012-01-26,32,102
2012-01-27,31,98
2012-01-28,33,105
2012-01-29,31,100
2012-01-30,26,105
2012-01-31,25,99
2012-02-01,27,114
2012-02-02,26,110
2012-02-03,25,101
2012-02-04,25,107
2012-02-05,23,105
2012-02-06,22,104
2012-02-07,22,102
2012-02-08,22,101
2012-02-09,22,101
2012-02-10,22,101
2012-02-11,22,96
2012-02-12,22,96
2012-02-13,22,100
2012-02-14,22,100
2012-02-15,23,106
2012-02-16,24,112
2012-02-17,24,110
2012-02-18,24,109
2012-02-19,24,110
2012-02-20,24,111
2012-02-21,23,108
2012-02-22,22,108
2012-02-23,23,110
2012-02-24,23,109
2012-02-25,22,111
2012-02-26,24,115
2012-02-27,24,115
2012-02-28,23,110
2012-02-29,23,114
2012-03-01,24,115
2012-03-02,24,118
2012-03-03,24,116
2012-03-04,24,116
2012-03-05,24,118
2012-03-06,24,116
2012-03-07,24,113
2012-03-08,24,108
2012-03-09,24,111
2012-03-10,25,112
2012-03-11,26,113
2012-03-12,25,113
2012-03-13,24,111
2012-03-14,25,113
2012-03-15,25,111
2012-03-16,25,110
2012-03-17,26,110
2012-03-18,26,111
2012-03-19,27,111
2012-03-20,25,104
2012-03-21,26,103
2012-03-22,26,101
2012-03-23,26,99
2012-03-24,26,93
2012-03-25,25,91
2012-03-26,25,89
2012-03-27,24,87
2012-03-28,24,91
2012-03-29,24,88
2012-03-30,25,91
2012-03-31,26,95
2012-04-01,26,97
2012-04-02,26,97
2012-04-03,27,96
2012-04-04,28,101
2012-04-05,28,99
2012-04-06,28,102
2012-04-07,28,101
2012-04-08,27,102
2012-04-09,26,102
2012-04-10,27,108
2012-04-11,27,107
2012-04-12,27,105
2012-04-13,28,108
2012-04-14,28,112
2012-04-15,29,113
2012-04-16,29,115
2012-04-17,30,111
2012-04-18,30,111
2012-04-19,29,110
2012-04-20,29,111
2012-04-21,29,113
2012-04-22,29,113
2012-04-23,29,114
2012-04-24,26,118
2012-04-25,29,113
2012-04-26,30,109
2012-04-27,28,79
2012-04-28,28,75
2012-04-29,30,80
2012-04-30,31,81
2012-05-01,31,83
2012-05-02,31,83
2012-05-03,30,83
2012-05-04,31,88
2012-05-05,31,87
2012-05-06,32,87
2012-05-07,31,87
2012-05-08,32,89
2012-05-09,32,90
2012-05-10,32,90
2012-05-11,32,91
2012-05-12,33,94
2012-05-13,32,93
2012-05-14,33,95
2012-05-15,34,93
2012-05-16,34,93
2012-05-17,33,97
2012-05-18,35,103
2012-05-19,34,98
2012-05-20,34,100
2012-05-21,34,101
2012-05-22,35,104
2012-05-23,35,102
2012-05-24,36,104
2012-05-25,36,107
2012-05-26,36,106
2012-05-27,36,107
2012-05-28,36,107
2012-05-29,35,106
2012-05-30,36,112
2012-05-31,36,108
2012-06-01,37,114
2012-06-02,36,108
2012-06-03,35,106
2012-06-04,36,106
2012-06-05,35,108
2012-06-06,34,104
2012-06-07,33,103
2012-06-08,33,104
2012-06-09,33,106
2012-06-10,32,105
2012-06-11,31,103
2012-06-12,33,103
2012-06-13,33,105
2012-06-14,33,106
2012-06-15,33,102
2012-06-16,32,99
2012-06-17,32,98
2012-06-18,31,100
2012-06-19,32,98
2012-06-20,33,99
2012-06-21,33,102
2012-06-22,33,100
2012-06-23,33,103
2012-06-24,32,101
2012-06-25,33,102
2012-06-26,32,97
2012-06-27,32,96
2012-06-28,33,101
2012-06-29,33,97
2012-06-30,32,96
2012-07-01,31,94
2012-07-02,31,94
2012-07-03,30,94
2012-07-04,30,95
2012-07-05,30,95
2012-07-06,30,98
2012-07-07,29,96
2012-07-08,31,96
2012-07-09,31,98
2012-07-10,30,103
2012-07-11,28,106
2012-07-12,27,110
2012-07-13,26,104
2012-07-14,26,108
2012-07-15,25,105
2012-07-16,25,107
2012-07-17,25,107
2012-07-18,25,107
2012-07-19,24,99
2012-07-20,24,98
2012-07-21,25,100
2012-07-22,26,102
2012-07-23,26,101
2012-07-24,24,106
2012-07-25,26,110
2012-07-26,26,107
2012-07-27,24,90
2012-07-28,26,95
2012-07-29,25,93
2012-07-30,27,97
2012-07-31,27,96
2012-08-01,27,97
2012-08-02,25,96
2012-08-03,24,91
2012-08-04,25,92
2012-08-05,25,91
2012-08-06,25,90
2012-08-07,25,88
2012-08-08,25,90
2012-08-09,25,90
2012-08-10,25,92
2012-08-11,26,93
2012-08-12,25,93
2012-08-13,25,95
2012-08-14,25,94
2012-08-15,24,90
2012-08-16,24,87
2012-08-17,24,88
2012-08-18,24,88
2012-08-19,24,88
2012-08-20,26,89
2012-08-21,26,88
2012-08-22,27,84
2012-08-23,27,85
2012-08-24,27,81
2012-08-25,28,84
2012-08-26,26,87
2012-08-27,26,87
2012-08-28,26,86
2012-08-29,26,85
2012-08-30,26,85
2012-08-31,25,84
2012-09-01,27,85
2012-09-02,26,86
2012-09-03,27,86
2012-09-04,26,87
2012-09-05,26,89
2012-09-06,26,85
2012-09-07,25,79
2012-09-08,25,80
2012-09-09,25,78
2012-09-10,24,79
2012-09-11,24,80
2012-09-12,25,81
2012-09-13,25,76
2012-09-14,25,76
2012-09-15,26,79
2012-09-16,26,80
2012-09-17,25,79
2012-09-18,24,79
2012-09-19,23,78
2012-09-20,24,79
2012-09-21,24,81
2012-09-22,24,83
2012-09-23,25,83
2012-09-24,25,84
2012-09-25,25,84
2012-09-26,25,85
2012-09-27,25,80
2012-09-28,26,83
2012-09-29,27,85
2012-09-30,27,86
2012-10-01,27,87
2012-10-02,26,89
2012-10-03,25,85
2012-10-04,24,81
2012-10-05,25,82
2012-10-06,25,82
2012-10-07,25,81
2012-10-08,26,82
2012-10-09,27,88
2012-10-10,27,92
2012-10-11,27,92
2012-10-12,27,94
2012-10-13,27,93
2012-10-14,27,93
2012-10-15,27,93
2012-10-16,28,95
2012-10-17,27,92
2012-10-18,27,97
2012-10-19,28,100
2012-10-20,28,105
2012-10-21,28,105
2012-10-22,28,106
2012-10-23,30,106
2012-10-24,34,117
2012-10-25,31,122
2012-10-26,29,106
2012-10-27,29,105
2012-10-28,27,102
2012-10-29,29,107
2012-10-30,29,109
2012-10-31,28,114
2012-11-01,29,114
2012-11-02,28,113
2012-11-03,28,111
2012-11-04,28,111
2012-11-05,29,112
2012-11-06,28,109
2012-11-07,29,114
2012-11-08,29,119
2012-11-09,29,120
2012-11-10,29,120
2012-11-11,28,122
2012-11-12,28,120
2012-11-13,27,119
2012-11-14,26,124
2012-11-15,27,127
2012-11-16,27,123
2012-11-17,26,118
2012-11-18,26,119
2012-11-19,26,120
2012-11-20,25,118
2012-11-21,25,115
2012-11-22,25,114
2012-11-23,25,114
2012-11-24,24,111
2012-11-25,25,111
2012-11-26,24,111
2012-11-27,24,112
2012-11-28,24,109
2012-11-29,25,105
2012-11-30,25,104
2012-12-01,24,105
2012-12-02,25,105
2012-12-03,26,105
2012-12-04,26,103
2012-12-05,27,102
2012-12-06,28,103
2012-12-07,28,103
2012-12-08,28,108
2012-12-09,27,108
2012-12-10,28,107
2012-12-11,28,103
2012-12-12,27,103
2012-12-13,28,103
2012-12-14,28,105
2012-12-15,27,101
2012-12-16,29,102
2012-12-17,28,101
2012-12-18,29,98
2012-12-19,28,99
2012-12-20,27,97
2012-12-21,28,101
2012-12-22,27,99
2012-12-23,28,100
2012-12-24,28,98
2012-12-25,28,107
2012-12-26,28,107
2012-12-27,27,107
2012-12-28,27,110
2012-12-29,27,106
2012-12-30,27,105
2012-12-31,27,105
2013-01-01,28,99
2013-01-02,28,99
2013-01-03,28,98
2013-01-04,28,97
2013-01-05,28,91
2013-01-06,30,92
2013-01-07,29,92
2013-01-08,29,93
2013-01-09,30,94
2013-01-10,31,95
2013-01-11,32,94
2013-01-12,32,92
2013-01-13,32,90
2013-01-14,33,91
2013-01-15,34,89
2013-01-16,34,93
2013-01-17,34,92
2013-01-18,34,92
2013-01-19,35,92
2013-01-20,35,92
2013-01-21,34,93
2013-01-22,32,96
2013-01-23,31,97
2013-01-24,34,95
2013-01-25,32,87
2013-01-26,32,92
2013-01-27,33,91
2013-01-28,33,94
2013-01-29,34,104
2013-01-30,29,98
2013-01-31,29,101
2013-02-01,29,100
2013-02-02,31,103
2013-02-03,30,100
2013-02-04,30,101
2013-02-05,31,95
2013-02-06,31,98
2013-02-07,31,99
2013-02-08,32,98
2013-02-09,33,102
2013-02-10,32,103
2013-02-11,32,105
2013-02-12,32,103
2013-02-13,30,97
2013-02-14,31,97
2013-02-15,32,101
2013-02-16,32,100
2013-02-17,31,101
2013-02-18,32,101
2013-02-19,31,98
2013-02-20,29,101
2013-02-21,28,100
2013-02-22,27,99
2013-02-23,28,103
2013-02-24,27,102
2013-02-25,27,103
2013-02-26,29,107
2013-02-27,30,104
2013-02-28,29,104
2013-03-01,28,103
2013-03-02,28,98
2013-03-03,28,98
2013-03-04,28,98
2013-03-05,28,98
2013-03-06,29,98
2013-03-07,29,98
2013-03-08,29,98
2013-03-09,28,98
2013-03-10,29,98
2013-03-11,30,99
2013-03-12,28,97
2013-03-13,28,96
2013-03-14,28,103
2013-03-15,29,107
2013-03-16,30,111
2013-03-17,31,110
2013-03-18,31,110
2013-03-19,32,112
2013-03-20,31,111
2013-03-21,32,113
2013-03-22,31,110
2013-03-23,31,112
2013-03-24,31,112
2013-03-25,30,111
2013-03-26,30,106
2013-03-27,30,103
2013-03-28,30,103
2013-03-29,30,105
2013-03-30,31,110
2013-03-31,31,110
2013-04-01,31,111
2013-04-02,32,110
2013-04-03,33,115
2013-04-04,33,115
2013-04-05,34,118
2013-04-06,33,114
2013-04-07,33,113
2013-04-08,33,115
2013-04-09,32,114
2013-04-10,33,110
2013-04-11,32,105
2013-04-12,31,103
2013-04-13,31,107
2013-04-14,31,108
2013-04-15,31,108
2013-04-16,30,106
2013-04-17,31,109
2013-04-18,31,117
2013-04-19,31,116
2013-04-20,30,113
2013-04-21,30,113
2013-04-22,31,114
2013-04-23,31,111
2013-04-24,28,115
2013-04-25,30,108
2013-04-26,32,123
2013-04-27,32,127
2013-04-28,32,125
2013-04-29,32,131
2013-04-30,31,129
2013-05-01,32,134
2013-05-02,31,129
2013-05-03,30,123
2013-05-04,31,125
2013-05-05,32,126
2013-05-06,33,127
2013-05-07,32,126
2013-05-08,33,126
2013-05-09,32,124
2013-05-10,30,121
2013-05-11,31,122
2013-05-12,30,121
2013-05-13,30,120
2013-05-14,30,117
2013-05-15,31,119
2013-05-16,32,122
2013-05-17,31,116
2013-05-18,32,120
2013-05-19,33,121
2013-05-20,33,122
2013-05-21,33,122
2013-05-22,34,128
2013-05-23,33,129
2013-05-24,33,129
2013-05-25,33,126
2013-05-26,33,125
2013-05-27,33,126
2013-05-28,33,125
2013-05-29,32,126
2013-05-30,31,125
2013-05-31,31,122
2013-06-01,32,125
2013-06-02,32,125
2013-06-03,31,126
2013-06-04,32,127
2013-06-05,31,126
2013-06-06,31,125
2013-06-07,30,118
2013-06-08,30,115
2013-06-09,29,113
2013-06-10,28,112
2013-06-11,28,116
2013-06-12,29,118
2013-06-13,30,116
2013-06-14,30,117
2013-06-15,29,113
2013-06-16,29,115
2013-06-17,30,115
2013-06-18,28,113
2013-06-19,29,115
2013-06-20,30,119
2013-06-21,30,120
2013-06-22,30,122
2013-06-23,29,123
2013-06-24,30,121
2013-06-25,30,120
2013-06-26,30,116
2013-06-27,30,115
2013-06-28,30,116
2013-06-29,30,113
2013-06-30,29,112
2013-07-01,27,110
2013-07-02,27,109
2013-07-03,26,109
2013-07-04,27,109
2013-07-05,27,109
2013-07-06,26,106
2013-07-07,26,105
2013-07-08,27,106
2013-07-09,26,107
2013-07-10,26,106
2013-07-11,24,102
2013-07-12,24,99
2013-07-13,23,97
2013-07-14,22,98
2013-07-15,22,97
2013-07-16,22,97
2013-07-17,21,96
2013-07-18,21,100
2013-07-19,21,100
2013-07-20,21,102
2013-07-21,22,102
2013-07-22,23,105
2013-07-23,24,106
2013-07-24,22,110
2013-07-25,24,106
2013-07-26,24,101
2013-07-27,24,103
2013-07-28,24,104
2013-07-29,23,101
2013-07-30,24,106
2013-07-31,25,107
2013-08-01,26,104
2013-08-02,25,104
2013-08-03,24,103
2013-08-04,24,104
2013-08-05,23,103
2013-08-06,23,102
2013-08-07,23,105
2013-08-08,23,106
2013-08-09,23,105
2013-08-10,23,105
2013-08-11,23,107
2013-08-12,24,108
2013-08-13,23,111
2013-08-14,23,113
2013-08-15,23,117
2013-08-16,24,118
2013-08-17,23,117
2013-08-18,23,117
2013-08-19,24,117
2013-08-20,25,117
2013-08-21,26,117
2013-08-22,27,112
2013-08-23,27,111
2013-08-24,27,113
2013-08-25,27,114
2013-08-26,25,116
2013-08-27,24,121
2013-08-28,24,121
2013-08-29,25,119
2013-08-30,25,122
2013-08-31,25,117
2013-09-01,26,117
2013-09-02,25,117
2013-09-03,25,118
2013-09-04,25,114
2013-09-05,24,114
2013-09-06,24,112
2013-09-07,24,110
2013-09-08,23,109
2013-09-09,25,108
2013-09-10,24,108
2013-09-11,24,109
2013-09-12,25,110
2013-09-13,26,111
2013-09-14,26,112
2013-09-15,26,112
2013-09-16,25,112
2013-09-17,24,106
2013-09-18,23,101
2013-09-19,23,101
2013-09-20,23,99
2013-09-21,23,101
2013-09-22,23,102
2013-09-23,23,101
2013-09-24,23,100
2013-09-25,23,100
2013-09-26,24,95
2013-09-27,24,98
2013-09-28,24,102
2013-09-29,25,103
2013-09-30,25,104
2013-10-01,25,100
2013-10-02,24,100
2013-10-03,24,105
2013-10-04,24,103
2013-10-05,25,110
2013-10-06,25,110
2013-10-07,25,109
2013-10-08,26,115
2013-10-09,27,119
2013-10-10,26,114
2013-10-11,27,109
2013-10-12,27,110
2013-10-13,27,110
2013-10-14,28,111
2013-10-15,28,114
2013-10-16,28,112
2013-10-17,28,111
2013-10-18,27,100
2013-10-19,27,101
2013-10-20,27,100
2013-10-21,26,100
2013-10-22,25,97
2013-10-23,28,101
2013-10-24,31,101
2013-10-25,28,84
2013-10-26,28,86
2013-10-27,31,91
2013-10-28,31,89
2013-10-29,33,91
2013-10-30,32,93
2013-10-31,31,91
2013-11-01,32,94
2013-11-02,32,93
2013-11-03,32,92
2013-11-04,32,93
2013-11-05,32,93
2013-11-06,33,96
2013-11-07,33,104
2013-11-08,33,101
2013-11-09,33,98
2013-11-10,34,98
2013-11-11,34,99
2013-11-12,35,101
2013-11-13,34,96
2013-11-14,32,91
2013-11-15,32,90
2013-11-16,32,93
2013-11-17,31,91
2013-11-18,31,93
2013-11-19,30,94
2013-11-20,30,97
2013-11-21,30,94
2013-11-22,29,93
2013-11-23,30,92
2013-11-24,30,92
2013-11-25,31,93
2013-11-26,31,91
2013-11-27,31,88
2013-11-28,31,88
2013-11-29,32,87
2013-11-30,32,84
2013-12-01,32,84
2013-12-02,32,83
2013-12-03,33,87
2013-12-04,33,86
2013-12-05,33,87
2013-12-06,34,86
2013-12-07,34,87
2013-12-08,34,88
2013-12-09,33,87
2013-12-10,34,84
2013-12-11,34,86
2013-12-12,34,87
2013-12-13,33,86
2013-12-14,33,84
2013-12-15,33,83
2013-12-16,36,85
2013-12-17,35,86
2013-12-18,36,82
2013-12-19,35,82
2013-12-20,34,79
2013-12-21,34,79
2013-12-22,34,79
2013-12-23,35,80
2013-12-24,34,80
2013-12-25,33,78
2013-12-26,33,78
2013-12-27,32,80
2013-12-28,33,84
2013-12-29,33,83
2013-12-30,34,83
2013-12-31,34,80
2014-01-01,34,80
2014-01-02,35,80
2014-01-03,36,81
2014-01-04,36,82
2014-01-05,35,84
2014-01-06,36,85
2014-01-07,36,83
2014-01-08,36,82
2014-01-09,37,83
2014-01-10,38,85
2014-01-11,39,89
2014-01-12,39,91
2014-01-13,39,89
2014-01-14,40,87
2014-01-15,41,86
2014-01-16,41,87
2014-01-17,41,85
2014-01-18,41,82
2014-01-19,42,83
2014-01-20,42,84
2014-01-21,41,85
2014-01-22,39,88
2014-01-23,39,91
2014-01-24,42,98
2014-01-25,42,100
2014-01-26,42,102
2014-01-27,43,101
2014-01-28,43,98
2014-01-29,42,101
2014-01-30,38,94
2014-01-31,39,119
2014-02-01,39,125
2014-02-02,40,126
2014-02-03,40,121
2014-02-04,40,120
2014-02-05,42,121
2014-02-06,43,117
2014-02-07,42,112
2014-02-08,40,110
2014-02-09,40,109
2014-02-10,40,110
2014-02-11,39,111
2014-02-12,40,120
2014-02-13,39,117
2014-02-14,40,118
2014-02-15,40,121
2014-02-16,40,120
2014-02-17,39,121
2014-02-18,40,121
2014-02-19,39,125
2014-02-20,37,124
2014-02-21,37,126
2014-02-22,36,122
2014-02-23,36,122
2014-02-24,36,122
2014-02-25,36,118
2014-02-26,37,119
2014-02-27,38,119
2014-02-28,38,118
2014-03-01,36,120
2014-03-02,37,120
2014-03-03,37,122
2014-03-04,37,119
2014-03-05,38,114
2014-03-06,38,115
2014-03-07,39,115
2014-03-08,39,116
2014-03-09,39,116
2014-03-10,40,117
2014-03-11,40,119
2014-03-12,39,118
2014-03-13,39,117
2014-03-14,39,116
2014-03-15,39,115
2014-03-16,39,115
2014-03-17,40,113
2014-03-18,39,111
2014-03-19,40,115
2014-03-20,41,119
2014-03-21,42,124
2014-03-22,41,128
2014-03-23,39,126
2014-03-24,40,128
2014-03-25,40,126
2014-03-26,40,132
2014-03-27,39,134
2014-03-28,38,133
2014-03-29,37,136
2014-03-30,37,134
2014-03-31,37,134
2014-04-01,37,131
2014-04-02,37,132
2014-04-03,38,139
2014-04-04,39,149
2014-04-05,40,155
2014-04-06,39,154
2014-04-07,40,153
2014-04-08,38,146
2014-04-09,38,143
2014-04-10,40,156
2014-04-11,40,160
2014-04-12,40,158
2014-04-13,39,157
2014-04-14,39,158
2014-04-15,39,159
2014-04-16,38,153
2014-04-17,40,155
2014-04-18,39,152
2014-04-19,40,152
2014-04-20,39,150
2014-04-21,38,149
2014-04-22,39,151
2014-04-23,40,157
2014-04-24,36,148
2014-04-25,38,175
2014-04-26,40,183
2014-04-27,43,192
2014-04-28,42,190
2014-04-29,41,191
2014-04-30,40,188
2014-05-01,40,185
2014-05-02,39,183
2014-05-03,40,181
2014-05-04,40,182
2014-05-05,42,184
2014-05-06,43,198
2014-05-07,42,203
2014-05-08,42,208
2014-05-09,42,204
2014-05-10,40,193
2014-05-11,41,194
2014-05-12,40,193
2014-05-13,39,190
2014-05-14,40,197
2014-05-15,40,199
2014-05-16,40,198
2014-05-17,41,197
2014-05-18,41,198
2014-05-19,42,200
2014-05-20,41,196
2014-05-21,41,194
2014-05-22,42,195
2014-05-23,42,190
2014-05-24,42,191
2014-05-25,42,193
2014-05-26,41,193
2014-05-27,41,193
2014-05-28,41,194
2014-05-29,40,189
2014-05-30,40,191
2014-05-31,40,194
2014-06-01,41,194
2014-06-02,40,195
2014-06-03,40,197
2014-06-04,40,198
2014-06-05,40,183
2014-06-06,40,178
2014-06-07,40,181
2014-06-08,41,181
2014-06-09,41,180
2014-06-10,40,174
2014-06-11,39,171
2014-06-12,41,180
2014-06-13,41,181
2014-06-14,41,181
2014-06-15,42,179
2014-06-16,42,182
2014-06-17,42,184
2014-06-18,40,177
2014-06-19,41,183
2014-06-20,41,186
2014-06-21,41,183
2014-06-22,40,182
2014-06-23,39,180
2014-06-24,40,182
2014-06-25,40,179
2014-06-26,41,182
2014-06-27,42,181
2014-06-28,42,184
2014-06-29,42,183
2014-06-30,42,184
2014-07-01,39,176
2014-07-02,39,175
2014-07-03,39,171
2014-07-04,40,175
2014-07-05,40,177
2014-07-06,41,179
2014-07-07,40,180
2014-07-08,41,189
2014-07-09,40,185
2014-07-10,40,187
2014-07-11,39,174
2014-07-12,39,171
2014-07-13,39,170
2014-07-14,39,170
2014-07-15,38,170
2014-07-16,38,170
2014-07-17,38,173
2014-07-18,37,169
2014-07-19,36,167
2014-07-20,36,169
2014-07-21,36,169
2014-07-22,37,169
2014-07-23,38,172
2014-07-24,36,175
2014-07-25,40,207
2014-07-26,39,210
2014-07-27,39,210
2014-07-28,41,210
2014-07-29,40,207
2014-07-30,39,206
2014-07-31,40,215
2014-08-01,40,220
2014-08-02,40,216
2014-08-03,39,211
2014-08-04,39,212
2014-08-05,38,212
2014-08-06,38,212
2014-08-07,39,214
2014-08-08,38,207
2014-08-09,38,205
2014-08-10,39,206
2014-08-11,40,209
2014-08-12,39,209
2014-08-13,39,197
2014-08-14,40,200
2014-08-15,39,199
2014-08-16,39,197
2014-08-17,41,197
2014-08-18,41,197
2014-08-19,41,199
2014-08-20,42,199
2014-08-21,43,201
2014-08-22,44,201
2014-08-23,45,199
2014-08-24,45,199
2014-08-25,46,200
2014-08-26,44,195
2014-08-27,43,194
2014-08-28,43,197
2014-08-29,44,201
2014-08-30,43,198
2014-08-31,43,199
2014-09-01,45,200
2014-09-02,45,201
2014-09-03,45,205
2014-09-04,45,198
2014-09-05,43,196
2014-09-06,43,199
2014-09-07,43,199
2014-09-08,43,199
2014-09-09,44,211
2014-09-10,44,211
2014-09-11,45,215
2014-09-12,45,214
2014-09-13,45,221
2014-09-14,45,220
2014-09-15,44,217
2014-09-16,44,213
2014-09-17,43,214
2014-09-18,43,215
2014-09-19,43,209
2014-09-20,44,218
2014-09-21,43,216
2014-09-22,43,216
2014-09-23,44,214
2014-09-24,45,213
2014-09-25,46,220
2014-09-26,47,218
2014-09-27,46,219
2014-09-28,44,217
2014-09-29,45,219
2014-09-30,44,217
2014-10-01,44,223
2014-10-02,43,221
2014-10-03,43,217
2014-10-04,42,217
2014-10-05,42,219
2014-10-06,41,216
2014-10-07,41,221
2014-10-08,41,215
2014-10-09,41,223
2014-10-10,40,224
2014-10-11,40,227
2014-10-12,41,231
2014-10-13,41,229
2014-10-14,41,228
2014-10-15,41,232
2014-10-16,43,239
2014-10-17,43,241
2014-10-18,43,237
2014-10-19,43,237
2014-10-20,44,236
2014-10-21,43,225
2014-10-22,43,228
2014-10-23,45,259
2014-10-24,42,252
2014-10-25,43,247
2014-10-26,42,242
2014-10-27,38,246
2014-10-28,39,246
2014-10-29,40,251
2014-10-30,40,246
2014-10-31,40,242
2014-11-01,42,245
2014-11-02,42,243
2014-11-03,41,241
2014-11-04,41,245
2014-11-05,41,255
2014-11-06,42,257
2014-11-07,43,259
2014-11-08,42,253
2014-11-09,42,251
2014-11-10,43,247
2014-11-11,42,240
2014-11-12,43,240
2014-11-13,43,233
2014-11-14,41,221
2014-11-15,41,226
2014-11-16,40,226
2014-11-17,38,221
2014-11-18,38,220
2014-11-19,38,220
2014-11-20,38,216
2014-11-21,37,216
2014-11-22,36,213
2014-11-23,36,215
2014-11-24,38,219
2014-11-25,38,221
2014-11-26,39,222
2014-11-27,38,218
2014-11-28,40,222
2014-11-29,41,232
2014-11-30,42,234
2014-12-01,43,238
2014-12-02,45,238
2014-12-03,45,249
2014-12-04,44,244
2014-12-05,45,252
2014-12-06,45,259
2014-12-07,44,256
2014-12-08,44,257
2014-12-09,43,249
2014-12-10,43,255
2014-12-11,43,252
2014-12-12,43,254
2014-12-13,43,257
2014-12-14,43,255
2014-12-15,42,250
2014-12-16,43,266
2014-12-17,43,261
2014-12-18,43,264
2014-12-19,43,259
2014-12-20,42,250
2014-12-21,41,246
2014-12-22,40,243
2014-12-23,40,242
2014-12-24,39,244
2014-12-25,40,243
2014-12-26,40,245
2014-12-27,39,239
2014-12-28,40,243
2014-12-29,41,244
2014-12-30,41,246
2014-12-31,41,246
2015-01-01,42,248
2015-01-02,42,248
2015-01-03,42,254
2015-01-04,43,258
2015-01-05,42,262
2015-01-06,43,273
2015-01-07,43,270
2015-01-08,44,270
2015-01-09,44,276
2015-01-10,45,283
2015-01-11,44,284
2015-01-12,44,287
2015-01-13,44,281
2015-01-14,44,284
2015-01-15,46,294
2015-01-16,45,290
2015-01-17,46,292
2015-01-18,46,293
2015-01-19,45,289
2015-01-20,45,291
2015-01-21,44,280
2015-01-22,43,266
2015-01-23,42,265
2015-01-24,43,270
2015-01-25,43,274
2015-01-26,42,272
2015-01-27,42,276
2015-01-28,41,279
2015-01-29,40,264
2015-01-30,38,224
2015-01-31,38,217
2015-02-01,38,212
2015-02-02,38,215
2015-02-03,40,211
2015-02-04,40,211
2015-02-05,42,204
2015-02-06,42,204
2015-02-07,42,206
2015-02-08,42,204
2015-02-09,43,203
2015-02-10,41,202
2015-02-11,40,202
2015-02-12,41,203
2015-02-13,40,201
2015-02-14,40,208
2015-02-15,39,206
2015-02-16,39,207
2015-02-17,38,207
2015-02-18,38,209
2015-02-19,37,204
2015-02-20,36,201
2015-02-21,36,204
2015-02-22,37,206
2015-02-23,37,206
2015-02-24,37,208
2015-02-25,36,203
2015-02-26,37,204
2015-02-27,37,208
2015-02-28,37,203
2015-03-01,38,210
2015-03-02,38,211
2015-03-03,38,213
2015-03-04,39,214
2015-03-05,38,208
2015-03-06,38,213
2015-03-07,38,213
2015-03-08,37,212
2015-03-09,37,214
2015-03-10,38,223
2015-03-11,38,228
2015-03-12,38,222
2015-03-13,38,226
2015-03-14,38,222
2015-03-15,37,221
2015-03-16,38,221
2015-03-17,39,220
2015-03-18,39,219
2015-03-19,39,221
2015-03-20,39,220
2015-03-21,40,222
2015-03-22,39,220
2015-03-23,39,218
2015-03-24,38,222
2015-03-25,39,226
2015-03-26,39,229
2015-03-27,40,226
2015-03-28,41,221
2015-03-29,40,223
2015-03-30,41,222
2015-03-31,41,225
2015-04-01,41,227
2015-04-02,41,223
2015-04-03,40,219
2015-04-04,39,219
2015-04-05,39,222
2015-04-06,39,220
2015-04-07,40,221
2015-04-08,39,216
2015-04-09,39,214
2015-04-10,38,212
2015-04-11,37,210
2015-04-12,38,214
2015-04-13,38,212
2015-04-14,37,211
2015-04-15,36,212
2015-04-16,37,213
2015-04-17,37,225
2015-04-18,35,212
2015-04-19,36,213
2015-04-20,36,212
2015-04-21,36,210
2015-04-22,36,212
2015-04-23,36,213
2015-04-24,33,168
2015-04-25,34,176
2015-04-26,33,174
2015-04-27,33,176
2015-04-28,33,181
2015-04-29,31,184
2015-04-30,31,189
2015-05-01,32,193
2015-05-02,31,191
2015-05-03,32,192
2015-05-04,32,191
2015-05-05,33,194
2015-05-06,32,197
2015-05-07,33,194
2015-05-08,32,190
2015-05-09,31,188
2015-05-10,30,185
2015-05-11,29,183
2015-05-12,28,184
2015-05-13,29,186
2015-05-14,28,183
2015-05-15,29,188
2015-05-16,30,190
2015-05-17,29,185
2015-05-18,29,185
2015-05-19,29,188
2015-05-20,29,187
2015-05-21,29,182
2015-05-22,29,185
2015-05-23,29,187
2015-05-24,30,190
2015-05-25,30,192
2015-05-26,29,192
2015-05-27,29,188
2015-05-28,30,194
2015-05-29,29,191
2015-05-30,29,191
2015-05-31,29,189
2015-06-01,28,189
2015-06-02,27,189
2015-06-03,27,186
2015-06-04,27,188
2015-06-05,28,193
2015-06-06,28,196
2015-06-07,28,196
2015-06-08,29,198
2015-06-09,30,196
2015-06-10,30,191
2015-06-11,30,190
2015-06-12,30,193
2015-06-13,30,199
2015-06-14,30,197
2015-06-15,29,194
2015-06-16,29,193
2015-06-17,29,193
2015-06-18,28,187
2015-06-19,28,189
2015-06-20,28,187
2015-06-21,27,184
2015-06-22,27,182
2015-06-23,26,174
2015-06-24,27,177
2015-06-25,28,180
2015-06-26,28,183
