close_dollar,close,high_dollar,high,low_dollar,low,open_dollar,open,change_over_time,change_over_time_s,u_open,u_open_dollar,u_close,u_close_dollar,u_high,u_high_dollar,u_low,u_low_dollar,u_volume,change_percent,change_percent_s,volume,date,label,change
$179.03 ,179.03,$179.48 ,179.475,$175.55 ,175.55,$176.35 ,176.35,0,0.00%,176.35,$176.35 ,179.03,$179.03 ,179.475,$179.48 ,175.55,$175.55 ,5111970,0,0.00%,5111970,1/3/12,3-Jan-12,0
$177.51 ,177.51,$180.50 ,180.5,$176.06 ,176.065,$179.21 ,179.21,-0.008490197,-0.01%,179.21,$179.21 ,177.51,$177.51 ,180.5,$180.50 ,176.065,$176.06 ,4206624,-0.0085,-0.01%,4206624,1/4/12,4-Jan-12,-1.52
$177.61 ,177.61,$178.25 ,178.25,$174.05 ,174.05,$175.94 ,175.94,-0.007931632,-0.01%,175.94,$175.94 ,177.61,$177.61 ,178.25,$178.25 ,174.05,$174.05 ,3810496,0.0006,0.00%,3810496,1/5/12,5-Jan-12,0.1
$182.61 ,182.61,$184.65 ,184.65,$177.50 ,177.5,$178.07 ,178.07,0.019996649,0.02%,178.07,$178.07 ,182.61,$182.61 ,184.65,$184.65 ,177.5,$177.50 ,7010139,0.0282,0.03%,7010139,1/6/12,6-Jan-12,5
$178.56 ,178.56,$184.37 ,184.37,$177.00 ,177,$182.76 ,182.76,-0.002625258,0.00%,182.76,$182.76 ,178.56,$178.56 ,184.37,$184.37 ,177,$177.00 ,5058542,-0.0222,-0.02%,5058542,1/9/12,9-Jan-12,-4.05
$179.34 ,179.34,$182.40 ,182.4,$177.10 ,177.1,$181.10 ,181.1,0.001731553,0.00%,181.1,$181.10 ,179.34,$179.34 ,182.4,$182.40 ,177.1,$177.10 ,3986102,0.0044,0.00%,3986102,1/10/12,10-Jan-12,0.78
$178.90 ,178.9,$180.77 ,180.77,$178.19 ,178.19,$179.64 ,179.64,-0.000726135,0.00%,179.64,$179.64 ,178.9,$178.90 ,180.77,$180.77 ,178.19,$178.19 ,3102877,-0.0025,0.00%,3102877,1/11/12,11-Jan-12,-0.44
$175.93 ,175.93,$179.49 ,179.49,$175.75 ,175.75,$179.42 ,179.42,-0.017315534,-0.02%,179.42,$179.42 ,175.93,$175.93 ,179.49,$179.49 ,175.75,$175.75 ,5388353,-0.0166,-0.02%,5388353,1/12/12,12-Jan-12,-2.97
$178.42 ,178.42,$178.80 ,178.8,$173.50 ,173.5,$176.15 ,176.15,-0.00340725,0.00%,176.15,$176.15 ,178.42,$178.42 ,178.8,$178.80 ,173.5,$173.50 ,4754529,0.0142,0.01%,4754529,1/13/12,13-Jan-12,2.49
$181.66 ,181.66,$183.30 ,183.3,$178.51 ,178.51,$180.39 ,180.39,0.014690275,0.01%,180.39,$180.39 ,181.66,$181.66 ,183.3,$183.30 ,178.51,$178.51 ,5645244,0.0182,0.02%,5645244,1/17/12,17-Jan-12,3.24
$189.44 ,189.44,$190.25 ,190.25,$181.12 ,181.12,$181.94 ,181.94,0.058146679,0.06%,181.94,$181.94 ,189.44,$189.44 ,190.25,$190.25 ,181.12,$181.12 ,7477287,0.0428,0.04%,7477287,1/18/12,18-Jan-12,7.78
$194.45 ,194.45,$195.94 ,195.94,$190.36 ,190.36,$190.84 ,190.84,0.086130816,0.09%,190.84,$190.84 ,194.45,$194.45 ,195.94,$195.94 ,190.36,$190.36 ,7100003,0.0264,0.03%,7100003,1/19/12,19-Jan-12,5.01
$190.93 ,190.93,$192.90 ,192.9,$189.04 ,189.04,$190.97 ,190.97,0.066469307,0.07%,190.97,$190.97 ,190.93,$190.93 ,192.9,$192.90 ,189.04,$189.04 ,5610542,-0.0181,-0.02%,5610542,1/20/12,20-Jan-12,-3.52
$186.09 ,186.09,$191.73 ,191.73,$185.23 ,185.23,$190.80 ,190.8,0.039434732,0.04%,190.8,$190.80 ,186.09,$186.09 ,191.73,$191.73 ,185.23,$185.23 ,4587694,-0.0253,-0.03%,4587694,1/23/12,23-Jan-12,-4.84
$187.00 ,187,$188.41 ,188.41,$183.82 ,183.82,$185.00 ,185,0.044517679,0.04%,185,$185.00 ,187,$187.00 ,188.41,$188.41 ,183.82,$183.82 ,4681086,0.0049,0.00%,4681086,1/24/12,24-Jan-12,0.91
$187.80 ,187.8,$188.17 ,188.17,$184.61 ,184.61,$186.99 ,186.99,0.048986203,0.05%,186.99,$186.99 ,187.8,$187.80 ,188.17,$188.17 ,184.61,$184.61 ,4308183,0.0043,0.00%,4308183,1/25/12,25-Jan-12,0.8
$193.32 ,193.316,$194.85 ,194.85,$188.73 ,188.73,$189.44 ,189.44,0.079796682,0.08%,189.44,$189.44 ,193.316,$193.32 ,194.85,$194.85 ,188.73,$188.73 ,5878847,0.0294,0.03%,5878847,1/26/12,26-Jan-12,5.516
$195.37 ,195.37,$196.50 ,196.5,$192.33 ,192.33,$193.09 ,193.09,0.09126962,0.09%,193.09,$193.09 ,195.37,$195.37 ,196.5,$196.50 ,192.33,$192.33 ,4663070,0.0106,0.01%,4663070,1/27/12,27-Jan-12,2.054
$192.15 ,192.15,$195.00 ,195,$190.13 ,190.13,$193.68 ,193.68,0.073283807,0.07%,193.68,$193.68 ,192.15,$192.15 ,195,$195.00 ,190.13,$190.13 ,5430039,-0.0165,-0.02%,5430039,1/30/12,30-Jan-12,-3.22
$194.44 ,194.44,$195.63 ,195.63,$189.70 ,189.7,$194.25 ,194.25,0.08607496,0.09%,194.25,$194.25 ,194.44,$194.44 ,195.63,$195.63 ,189.7,$189.70 ,12772139,0.0119,0.01%,12772139,1/31/12,31-Jan-12,2.29
$179.46 ,179.46,$179.95 ,179.95,$172.00 ,172,$173.88 ,173.88,0.002401832,0.00%,173.88,$173.88 ,179.46,$179.46 ,179.95,$179.95 ,172,$172.00 ,21341033,-0.077,-0.08%,21341033,2/1/12,1-Feb-12,-14.98
$181.72 ,181.72,$181.94 ,181.9362,$176.80 ,176.8,$179.95 ,179.95,0.015025415,0.02%,179.95,$179.95 ,181.72,$181.72 ,181.9362,$181.94 ,176.8,$176.80 ,8738896,0.0126,0.01%,8738896,2/2/12,2-Feb-12,2.26
$187.68 ,187.68,$187.90 ,187.9,$181.89 ,181.89,$182.63 ,182.63,0.048315925,0.05%,182.63,$182.63 ,187.68,$187.68 ,187.9,$187.90 ,181.89,$181.89 ,8122732,0.0328,0.03%,8122732,2/3/12,3-Feb-12,5.96
$183.14 ,183.14,$186.56 ,186.56,$182.92 ,182.9201,$186.50 ,186.5,0.022957046,0.02%,186.5,$186.50 ,183.14,$183.14 ,186.56,$186.56 ,182.9201,$182.92 ,5311645,-0.0242,-0.02%,5311645,2/6/12,6-Feb-12,-4.54
$184.19 ,184.19,$184.94 ,184.94,$182.06 ,182.06,$182.65 ,182.65,0.028821985,0.03%,182.65,$182.65 ,184.19,$184.19 ,184.94,$184.94 ,182.06,$182.06 ,5104453,0.0057,0.01%,5104453,2/7/12,7-Feb-12,1.05
$185.48 ,185.48,$186.49 ,186.49,$182.91 ,182.91,$184.95 ,184.95,0.036027481,0.04%,184.95,$184.95 ,185.48,$185.48 ,186.49,$186.49 ,182.91,$182.91 ,5477425,0.007,0.01%,5477425,2/8/12,8-Feb-12,1.29
$184.98 ,184.98,$185.69 ,185.69,$181.76 ,181.76,$184.50 ,184.5,0.033234653,0.03%,184.5,$184.50 ,184.98,$184.98 ,185.69,$185.69 ,181.76,$181.76 ,7189994,-0.0027,0.00%,7189994,2/9/12,9-Feb-12,-0.5
$185.54 ,185.54,$187.63 ,187.63,$182.52 ,182.52,$183.42 ,183.42,0.036362621,0.04%,183.42,$183.42 ,185.54,$185.54 ,187.63,$187.63 ,182.52,$182.52 ,5798484,0.003,0.00%,5798484,2/10/12,10-Feb-12,0.56
$191.59 ,191.59,$192.50 ,192.4993,$185.68 ,185.68,$187.17 ,187.17,0.07015584,0.07%,187.17,$187.17 ,191.59,$191.59 ,192.4993,$192.50 ,185.68,$185.68 ,6073565,0.0326,0.03%,6073565,2/13/12,13-Feb-12,6.05
$191.30 ,191.3,$193.57 ,193.57,$186.10 ,186.1,$190.65 ,190.65,0.068536,0.07%,190.65,$190.65 ,191.3,$191.30 ,193.57,$193.57 ,186.1,$186.10 ,9534544,-0.0015,0.00%,9534544,2/14/12,14-Feb-12,-0.29
$184.47 ,184.47,$191.54 ,191.54,$183.26 ,183.26,$191.03 ,191.03,0.030385969,0.03%,191.03,$191.03 ,184.47,$184.47 ,191.54,$191.54 ,183.26,$183.26 ,7802059,-0.0357,-0.04%,7802059,2/15/12,15-Feb-12,-6.83
$179.93 ,179.93,$181.68 ,181.68,$175.14 ,175.14,$177.98 ,177.98,0.00502709,0.01%,177.98,$177.98 ,179.93,$179.93 ,181.68,$181.68 ,175.14,$175.14 ,12565470,-0.0246,-0.02%,12565470,2/16/12,16-Feb-12,-4.54
$182.50 ,182.5,$183.41 ,183.41,$179.36 ,179.36,$180.14 ,180.14,0.019382226,0.02%,180.14,$180.14 ,182.5,$182.50 ,183.41,$183.41 ,179.36,$179.36 ,7418563,0.0143,0.01%,7418563,2/17/12,17-Feb-12,2.57
$182.26 ,182.26,$184.75 ,184.75,$180.58 ,180.5768,$182.65 ,182.65,0.018041669,0.02%,182.65,$182.65 ,182.26,$182.26 ,184.75,$184.75 ,180.5768,$180.58 ,6758962,-0.0013,0.00%,6758962,2/21/12,21-Feb-12,-0.24
$180.58 ,180.58,$182.99 ,182.99,$180.29 ,180.29,$181.95 ,181.95,0.008657767,0.01%,181.95,$181.95 ,180.58,$180.58 ,182.99,$182.99 ,180.29,$180.29 ,5786428,-0.0092,-0.01%,5786428,2/22/12,22-Feb-12,-1.68
$178.89 ,178.89,$180.75 ,180.75,$176.96 ,176.96,$179.32 ,179.32,-0.000781992,0.00%,179.32,$179.32 ,178.89,$178.89 ,180.75,$180.75 ,176.96,$176.96 ,5157465,-0.0094,-0.01%,5157465,2/23/12,23-Feb-12,-1.69
$179.13 ,179.13,$180.74 ,180.74,$178.37 ,178.37,$179.20 ,179.2,0.000558566,0.00%,179.2,$179.20 ,179.13,$179.13 ,180.74,$180.74 ,178.37,$178.37 ,3669165,0.0013,0.00%,3669165,2/24/12,24-Feb-12,0.24
$178.53 ,178.53,$179.19 ,179.19,$176.50 ,176.5,$177.54 ,177.54,-0.002792828,0.00%,177.54,$177.54 ,178.53,$178.53 ,179.19,$179.19 ,176.5,$176.50 ,3707942,-0.0033,0.00%,3707942,2/27/12,27-Feb-12,-0.6
$183.80 ,183.8,$184.29 ,184.29,$177.95 ,177.95,$178.90 ,178.9,0.026643579,0.03%,178.9,$178.90 ,183.8,$183.80 ,184.29,$184.29 ,177.95,$177.95 ,5764907,0.0295,0.03%,5764907,2/28/12,28-Feb-12,5.27
$179.69 ,179.69,$184.00 ,184,$179.01 ,179.01,$183.89 ,183.89,0.003686533,0.00%,183.89,$183.89 ,179.69,$179.69 ,184,$184.00 ,179.01,$179.01 ,5302508,-0.0224,-0.02%,5302508,2/29/12,29-Feb-12,-4.11
$180.04 ,180.04,$180.49 ,180.49,$176.58 ,176.58,$179.89 ,179.89,0.005641513,0.01%,179.89,$179.89 ,180.04,$180.04 ,180.49,$180.49 ,176.58,$176.58 ,4938425,0.0019,0.00%,4938425,3/1/12,1-Mar-12,0.35
$179.30 ,179.3,$181.84 ,181.84,$178.92 ,178.918,$179.35 ,179.35,0.001508127,0.00%,179.35,$179.35 ,179.3,$179.30 ,181.84,$181.84 ,178.918,$178.92 ,3658009,-0.0041,0.00%,3658009,3/2/12,2-Mar-12,-0.74
$180.26 ,180.26,$181.82 ,181.82,$178.18 ,178.18,$179.00 ,179,0.006870357,0.01%,179,$179.00 ,180.26,$180.26 ,181.82,$181.82 ,178.18,$178.18 ,4684257,0.0054,0.01%,4684257,3/5/12,5-Mar-12,0.96
$181.09 ,181.09,$183.50 ,183.5,$178.04 ,178.04,$178.68 ,178.68,0.011506451,0.01%,178.68,$178.68 ,181.09,$181.09 ,183.5,$183.50 ,178.04,$178.04 ,5614085,0.0046,0.00%,5614085,3/6/12,6-Mar-12,0.83
$183.77 ,183.77,$185.50 ,185.5,$182.40 ,182.4,$182.65 ,182.65,0.02647601,0.03%,182.65,$182.65 ,183.77,$183.77 ,185.5,$185.50 ,182.4,$182.40 ,4951927,0.0148,0.01%,4951927,3/7/12,7-Mar-12,2.68
$187.64 ,187.64,$188.38 ,188.38,$183.80 ,183.8,$184.17 ,184.17,0.048092498,0.05%,184.17,$184.17 ,187.64,$187.64 ,188.38,$188.38 ,183.8,$183.80 ,4223589,0.0211,0.02%,4223589,3/8/12,8-Mar-12,3.87
$184.32 ,184.32,$187.20 ,187.2,$183.44 ,183.44,$186.79 ,186.79,0.02954812,0.03%,186.79,$186.79 ,184.32,$184.32 ,187.2,$187.20 ,183.44,$183.44 ,4510556,-0.0177,-0.02%,4510556,3/9/12,9-Mar-12,-3.32
$183.39 ,183.39,$185.40 ,185.4,$182.20 ,182.2,$184.13 ,184.13,0.02435346,0.02%,184.13,$184.13 ,183.39,$183.39 ,185.4,$185.40 ,182.2,$182.20 ,2588002,-0.005,-0.01%,2588002,3/12/12,12-Mar-12,-0.93
$184.59 ,184.59,$184.87 ,184.87,$180.77 ,180.77,$183.92 ,183.92,0.031056248,0.03%,183.92,$183.92 ,184.59,$184.59 ,184.87,$184.87 ,180.77,$180.77 ,4404299,0.0065,0.01%,4404299,3/13/12,13-Mar-12,1.2
$182.26 ,182.26,$184.32 ,184.3199,$181.14 ,181.14,$183.65 ,183.65,0.018041669,0.02%,183.65,$183.65 ,182.26,$182.26 ,184.3199,$184.32 ,181.14,$181.14 ,3699734,-0.0126,-0.01%,3699734,3/14/12,14-Mar-12,-2.33
$184.43 ,184.43,$184.43 ,184.43,$180.30 ,180.3,$182.14 ,182.14,0.030162543,0.03%,182.14,$182.14 ,184.43,$184.43 ,184.43,$184.43 ,180.3,$180.30 ,4160618,0.0119,0.01%,4160618,3/15/12,15-Mar-12,2.17
$185.05 ,185.05,$185.68 ,185.68,$182.35 ,182.35,$183.28 ,183.28,0.033625649,0.03%,183.28,$183.28 ,185.05,$185.05 ,185.68,$185.68 ,182.35,$182.35 ,4934824,0.0034,0.00%,4934824,3/16/12,16-Mar-12,0.62
$185.52 ,185.52,$186.68 ,186.68,$183.00 ,183,$183.45 ,183.45,0.036250908,0.04%,183.45,$183.45 ,185.52,$185.52 ,186.68,$186.68 ,183,$183.00 ,3904019,0.0025,0.00%,3904019,3/19/12,19-Mar-12,0.47
$192.33 ,192.33,$194.41 ,194.41,$182.88 ,182.88,$184.88 ,184.88,0.074289225,0.07%,184.88,$184.88 ,192.33,$192.33 ,194.41,$194.41 ,182.88,$182.88 ,9167308,0.0367,0.04%,9167308,3/20/12,20-Mar-12,6.81
$191.73 ,191.73,$194.28 ,194.28,$191.26 ,191.26,$192.39 ,192.39,0.070937832,0.07%,192.39,$192.39 ,191.73,$191.73 ,194.28,$194.28 ,191.26,$191.26 ,4215499,-0.0031,0.00%,4215499,3/21/12,21-Mar-12,-0.6
$192.40 ,192.4,$194.06 ,194.06,$190.26 ,190.26,$190.54 ,190.54,0.074680221,0.07%,190.54,$190.54 ,192.4,$192.40 ,194.06,$194.06 ,190.26,$190.26 ,3740279,0.0035,0.00%,3740279,3/22/12,22-Mar-12,0.67
$195.04 ,195.04,$196.20 ,196.2,$191.80 ,191.8,$191.89 ,191.89,0.089426353,0.09%,191.89,$191.89 ,195.04,$195.04 ,196.2,$196.20 ,191.8,$191.80 ,5984094,0.0137,0.01%,5984094,3/23/12,23-Mar-12,2.64
$202.87 ,202.87,$202.97 ,202.97,$195.50 ,195.5,$196.59 ,196.59,0.13316204,0.13%,196.59,$196.59 ,202.87,$202.87 ,202.97,$202.97 ,195.5,$195.50 ,7620695,0.0401,0.04%,7620695,3/26/12,26-Mar-12,7.83
$205.44 ,205.44,$209.85 ,209.85,$202.88 ,202.88,$203.59 ,203.59,0.147517176,0.15%,203.59,$203.59 ,205.44,$205.44 ,209.85,$209.85 ,202.88,$202.88 ,9600734,0.0127,0.01%,9600734,3/27/12,27-Mar-12,2.57
$201.16 ,201.16,$207.00 ,207,$200.31 ,200.31,$206.14 ,206.14,0.123610568,0.12%,206.14,$206.14 ,201.16,$201.16 ,207,$207.00 ,200.31,$200.31 ,6246236,-0.0208,-0.02%,6246236,3/28/12,28-Mar-12,-4.28
$204.61 ,204.61,$205.31 ,205.31,$200.63 ,200.63,$201.28 ,201.28,0.142881081,0.14%,201.28,$201.28 ,204.61,$204.61 ,205.31,$205.31 ,200.63,$200.63 ,5711525,0.0172,0.02%,5711525,3/29/12,29-Mar-12,3.45
$202.51 ,202.51,$206.85 ,206.85,$201.87 ,201.87,$205.02 ,205.02,0.131151204,0.13%,205.02,$205.02 ,202.51,$202.51 ,206.85,$206.85 ,201.87,$201.87 ,4440996,-0.0103,-0.01%,4440996,3/30/12,30-Mar-12,-2.1
$198.05 ,198.05,$199.90 ,199.9,$197.00 ,197,$198.57 ,198.57,0.106239178,0.11%,198.57,$198.57 ,198.05,$198.05 ,199.9,$199.90 ,197,$197.00 ,6430730,-0.022,-0.02%,6430730,4/2/12,2-Apr-12,-4.46
$199.66 ,199.66,$202.39 ,202.39,$197.50 ,197.5,$198.24 ,198.24,0.115232084,0.12%,198.24,$198.24 ,199.66,$199.66 ,202.39,$202.39 ,197.5,$197.50 ,5001070,0.0081,0.01%,5001070,4/3/12,3-Apr-12,1.61
$193.99 ,193.99,$197.68 ,197.68,$192.36 ,192.36,$196.95 ,196.95,0.083561414,0.08%,196.95,$196.95 ,193.99,$193.99 ,197.68,$197.68 ,192.36,$192.36 ,5459483,-0.0284,-0.03%,5459483,4/4/12,4-Apr-12,-5.67
$194.39 ,194.39,$196.03 ,196.03,$193.55 ,193.55,$193.55 ,193.55,0.085795677,0.09%,193.55,$193.55 ,194.39,$194.39 ,196.03,$196.03 ,193.55,$193.55 ,3209314,0.0021,0.00%,3209314,4/5/12,5-Apr-12,0.4
$191.87 ,191.87,$194.20 ,194.2,$190.50 ,190.5,$192.02 ,192.02,0.071719823,0.07%,192.02,$192.02 ,191.87,$191.87 ,194.2,$194.20 ,190.5,$190.50 ,3136878,-0.013,-0.01%,3136878,4/9/12,9-Apr-12,-2.52
$186.98 ,186.98,$193.52 ,193.52,$186.57 ,186.57,$192.75 ,192.75,0.044405965,0.04%,192.75,$192.75 ,186.98,$186.98 ,193.52,$193.52 ,186.57,$186.57 ,4455491,-0.0255,-0.03%,4455491,4/10/12,10-Apr-12,-4.89
$187.97 ,187.97,$191.97 ,191.97,$186.79 ,186.79,$189.63 ,189.63,0.049935765,0.05%,189.63,$189.63 ,187.97,$187.97 ,191.97,$191.97 ,186.79,$186.79 ,4338218,0.0053,0.01%,4338218,4/11/12,11-Apr-12,0.99
$190.69 ,190.69,$192.26 ,192.26,$185.61 ,185.61,$188.06 ,188.06,0.065128749,0.07%,188.06,$188.06 ,190.69,$190.69 ,192.26,$192.26 ,185.61,$185.61 ,4028910,0.0145,0.01%,4028910,4/12/12,12-Apr-12,2.72
$188.46 ,188.46,$189.94 ,189.94,$186.26 ,186.26,$189.90 ,189.9,0.052672736,0.05%,189.9,$189.90 ,188.46,$188.46 ,189.94,$189.94 ,186.26,$186.26 ,3432203,-0.0117,-0.01%,3432203,4/13/12,13-Apr-12,-2.23
$185.50 ,185.5,$189.47 ,189.47,$183.65 ,183.65,$189.01 ,189.01,0.036139195,0.04%,189.01,$189.01 ,185.5,$185.50 ,189.47,$189.47 ,183.65,$183.65 ,4044271,-0.0157,-0.02%,4044271,4/16/12,16-Apr-12,-2.96
$188.39 ,188.39,$190.04 ,190.04,$186.87 ,186.87,$187.21 ,187.21,0.05228174,0.05%,187.21,$187.21 ,188.39,$188.39 ,190.04,$190.04 ,186.87,$186.87 ,2829460,0.0156,0.02%,2829460,4/17/12,17-Apr-12,2.89
$191.07 ,191.07,$193.45 ,193.45,$188.74 ,188.74,$188.82 ,188.82,0.067251299,0.07%,188.82,$188.82 ,191.07,$191.07 ,193.45,$193.45 ,188.74,$188.74 ,4003095,0.0142,0.01%,4003095,4/18/12,18-Apr-12,2.68
$191.10 ,191.1,$194.55 ,194.55,$189.75 ,189.75,$192.93 ,192.93,0.067418868,0.07%,192.93,$192.93 ,191.1,$191.10 ,194.55,$194.55 ,189.75,$189.75 ,4003037,0.0002,0.00%,4003037,4/19/12,19-Apr-12,0.03
$189.98 ,189.98,$193.48 ,193.48,$189.80 ,189.8,$192.34 ,192.34,0.061162934,0.06%,192.34,$192.34 ,189.98,$189.98 ,193.48,$193.48 ,189.8,$189.80 ,3243745,-0.0059,-0.01%,3243745,4/20/12,20-Apr-12,-1.12
$188.24 ,188.24,$188.99 ,188.99,$185.51 ,185.51,$188.99 ,188.99,0.051443892,0.05%,188.99,$188.99 ,188.24,$188.24 ,188.99,$188.99 ,185.51,$185.51 ,3481356,-0.0092,-0.01%,3481356,4/23/12,23-Apr-12,-1.74
$190.33 ,190.33,$190.70 ,190.7,$186.51 ,186.51,$188.68 ,188.68,0.063117913,0.06%,188.68,$188.68 ,190.33,$190.33 ,190.7,$190.70 ,186.51,$186.51 ,3381850,0.0111,0.01%,3381850,4/24/12,24-Apr-12,2.09
$194.42 ,194.42,$194.80 ,194.8,$191.60 ,191.6,$191.97 ,191.97,0.085963246,0.09%,191.97,$191.97 ,194.42,$194.42 ,194.8,$194.80 ,191.6,$191.60 ,3958413,0.0215,0.02%,3958413,4/25/12,25-Apr-12,4.09
$195.99 ,195.99,$196.36 ,196.36,$193.02 ,193.02,$193.57 ,193.57,0.094732726,0.09%,193.57,$193.57 ,195.99,$195.99 ,196.36,$196.36 ,193.02,$193.02 ,10233980,0.0081,0.01%,10233980,4/26/12,26-Apr-12,1.57
$226.85 ,226.85,$228.69 ,228.69,$220.22 ,220.22,$224.52 ,224.52,0.267106072,0.27%,224.52,$224.52 ,226.85,$226.85 ,228.69,$228.69 ,220.22,$220.22 ,22112329,0.1575,0.16%,22112329,4/27/12,27-Apr-12,30.86
$231.90 ,231.9,$233.84 ,233.84,$223.05 ,223.05,$223.51 ,223.51,0.295313635,0.30%,223.51,$223.51 ,231.9,$231.90 ,233.84,$233.84 ,223.05,$223.05 ,9766512,0.0223,0.02%,9766512,4/30/12,30-Apr-12,5.05
$230.04 ,230.04,$232.97 ,232.97,$228.40 ,228.4,$229.40 ,229.4,0.284924314,0.28%,229.4,$229.40 ,230.04,$230.04 ,232.97,$232.97 ,228.4,$228.40 ,6757217,-0.008,-0.01%,6757217,5/1/12,1-May-12,-1.86
$230.25 ,230.25,$231.44 ,231.44,$227.40 ,227.4,$227.82 ,227.82,0.286097302,0.29%,227.82,$227.82 ,230.25,$230.25 ,231.44,$231.44 ,227.4,$227.40 ,4593971,0.0009,0.00%,4593971,5/2/12,2-May-12,0.21
$229.45 ,229.45,$232.53 ,232.53,$228.03 ,228.03,$229.70 ,229.7,0.281628777,0.28%,229.7,$229.70 ,229.45,$229.45 ,232.53,$232.53 ,228.03,$228.03 ,4057859,-0.0035,0.00%,4057859,5/3/12,3-May-12,-0.8
$223.99 ,223.99,$229.72 ,229.7199,$223.74 ,223.74,$227.80 ,227.8,0.251131095,0.25%,227.8,$227.80 ,223.99,$223.99 ,229.7199,$229.72 ,223.74,$223.74 ,4587893,-0.0238,-0.02%,4587893,5/4/12,4-May-12,-5.46
$225.16 ,225.16,$226.87 ,226.8675,$222.29 ,222.29,$222.42 ,222.42,0.257666313,0.26%,222.42,$222.42 ,225.16,$225.16 ,226.8675,$226.87 ,222.29,$222.29 ,3314226,0.0052,0.01%,3314226,5/7/12,7-May-12,1.17
$223.90 ,223.9,$225.39 ,225.39,$218.20 ,218.2,$223.15 ,223.15,0.250628386,0.25%,223.15,$223.15 ,223.9,$223.90 ,225.39,$225.39 ,218.2,$218.20 ,4523044,-0.0056,-0.01%,4523044,5/8/12,8-May-12,-1.26
$222.98 ,222.98,$225.78 ,225.78,$220.16 ,220.16,$220.59 ,220.59,0.245489583,0.25%,220.59,$220.59 ,222.98,$222.98 ,225.78,$225.78 ,220.16,$220.16 ,3713431,-0.0041,0.00%,3713431,5/9/12,9-May-12,-0.92
$226.69 ,226.69,$229.08 ,229.08,$221.95 ,221.95,$223.91 ,223.91,0.266212367,0.27%,223.91,$223.91 ,226.69,$226.69 ,229.08,$229.08 ,221.95,$221.95 ,4648359,0.0166,0.02%,4648359,5/10/12,10-May-12,3.71
$227.68 ,227.68,$230.68 ,230.68,$225.73 ,225.73,$225.95 ,225.95,0.271742166,0.27%,225.95,$225.95 ,227.68,$227.68 ,230.68,$230.68 ,225.73,$225.73 ,4195541,0.0044,0.00%,4195541,5/11/12,11-May-12,0.99
$222.93 ,222.93,$227.29 ,227.29,$222.51 ,222.51,$225.58 ,225.58,0.2452103,0.25%,225.58,$225.58 ,222.93,$222.93 ,227.29,$227.29 ,222.51,$222.51 ,3096794,-0.0209,-0.02%,3096794,5/14/12,14-May-12,-4.75
$224.39 ,224.39,$230.61 ,230.61,$223.00 ,223,$226.50 ,226.5,0.253365358,0.25%,226.5,$226.50 ,224.39,$224.39 ,230.61,$230.61 ,223,$223.00 ,5716858,0.0065,0.01%,5716858,5/15/12,15-May-12,1.46
$224.06 ,224.06,$228.00 ,228,$222.50 ,222.5,$225.00 ,225,0.251522091,0.25%,225,$225.00 ,224.06,$224.06 ,228,$228.00 ,222.5,$222.50 ,5261956,-0.0015,0.00%,5261956,5/16/12,16-May-12,-0.33
$218.36 ,218.36,$226.00 ,226,$218.09 ,218.09,$225.05 ,225.05,0.219683852,0.22%,225.05,$225.05 ,218.36,$218.36 ,226,$226.00 ,218.09,$218.09 ,4507911,-0.0254,-0.03%,4507911,5/17/12,17-May-12,-5.7
$213.85 ,213.85,$219.63 ,219.63,$212.81 ,212.81,$219.45 ,219.45,0.194492543,0.19%,219.45,$219.45 ,213.85,$213.85 ,219.63,$219.63 ,212.81,$212.81 ,5233522,-0.0207,-0.02%,5233522,5/18/12,18-May-12,-4.51
$218.11 ,218.11,$219.98 ,219.98,$212.82 ,212.82,$214.03 ,214.03,0.218287438,0.22%,214.03,$214.03 ,218.11,$218.11 ,219.98,$219.98 ,212.82,$212.82 ,3580096,0.0199,0.02%,3580096,5/21/12,21-May-12,4.26
$215.33 ,215.33,$218.87 ,218.87,$213.96 ,213.96,$218.00 ,218,0.202759314,0.20%,218,$218.00 ,215.33,$215.33 ,218.87,$218.87 ,213.96,$213.96 ,3733844,-0.0127,-0.01%,3733844,5/22/12,22-May-12,-2.78
$217.28 ,217.28,$217.55 ,217.55,$211.18 ,211.18,$214.18 ,214.18,0.213651343,0.21%,214.18,$214.18 ,217.28,$217.28 ,217.55,$217.55 ,211.18,$211.18 ,4243774,0.0091,0.01%,4243774,5/23/12,23-May-12,1.95
$215.24 ,215.24,$217.66 ,217.66,$212.70 ,212.7,$216.76 ,216.76,0.202256605,0.20%,216.76,$216.76 ,215.24,$215.24 ,217.66,$217.66 ,212.7,$212.70 ,3141496,-0.0094,-0.01%,3141496,5/24/12,24-May-12,-2.04
$212.89 ,212.89,$215.98 ,215.98,$212.22 ,212.22,$214.99 ,214.99,0.189130313,0.19%,214.99,$214.99 ,212.89,$212.89 ,215.98,$215.98 ,212.22,$212.22 ,2171364,-0.0109,-0.01%,2171364,5/25/12,25-May-12,-2.35
$214.75 ,214.75,$216.55 ,216.55,$212.29 ,212.29,$214.30 ,214.3,0.199519634,0.20%,214.3,$214.30 ,214.75,$214.75 ,216.55,$216.55 ,212.29,$212.29 ,2695938,0.0087,0.01%,2695938,5/29/12,29-May-12,1.86
